chromo,strand,start,end,count,alt3,alt5,alt3+5,skip,constitLevel,inclLevel,3usageLevel,genename
chr13,-,113198190,113198264,247,8,0,0,0,0.969,1.000,0.969,PCID2
chr13,+,113227975,113228045,79,7,0,0,0,0.919,1.000,0.919,CUL4A
chr13,+,114236798,114236896,99,11,0,0,0,0.900,1.000,0.900,CDC16
chr14,-,20377599,20377662,34,6,0,0,0,0.850,1.000,0.850,TEP1
chr14,+,20992123,20992205,109,59,0,0,0,0.649,1.000,0.649,METTL17
chr14,+,21000115,21000166,11,4,0,0,0,0.733,1.000,0.733,SLC39A2
chr14,-,21022061,21022182,1869,6,0,0,0,0.997,1.000,0.997,NDRG2
chr14,+,22770804,22770909,103,4,0,0,0,0.963,1.000,0.963,OXA1L
chr14,-,23064104,23064257,53,7,0,0,0,0.883,1.000,0.883,ACIN1
chr14,-,23064354,23064488,40,12,0,0,0,0.769,1.000,0.769,ACIN1
chr14,-,23564045,23564159,23,4,0,0,0,0.852,1.000,0.852,AP1G2
chr14,+,24138195,24138263,271,4,0,0,0,0.985,1.000,0.985,PSME1
chr14,-,24139544,24139614,25,7,0,0,0,0.781,1.000,0.781,EMC9
chr14,-,24145709,24145772,271,10,0,0,0,0.964,1.000,0.964,PSME2
chr14,+,24172466,24172608,197,10,0,0,0,0.952,1.000,0.952,REC8
chr14,+,33367185,33367268,13,5,0,0,0,0.722,1.000,0.722,NPAS3
chr14,-,34629906,34629954,230,6,0,0,0,0.975,1.000,0.975,SNX6
chr14,-,52029546,52029688,13,12,0,0,0,0.520,1.000,0.520,NID2
chr14,-,52042104,52042350,11,4,0,0,0,0.733,1.000,0.733,NID2
chr14,-,53951852,53952229,39,9,0,0,0,0.812,1.000,0.812,BMP4
chr14,-,54480873,54480956,245,32,0,0,0,0.884,1.000,0.884,GMFB
chr14,-,56804187,56804339,32,18,0,0,0,0.640,1.000,0.640,OTX2
chr14,-,57481558,57481657,13,4,0,0,0,0.765,1.000,0.765,C14orf105
chr14,+,58252118,58252242,257,16,0,0,0,0.941,1.000,0.941,PSMA3
chr14,+,58260947,58261020,193,10,0,0,0,0.951,1.000,0.951,PSMA3
chr14,+,64221575,64221704,29,8,0,0,0,0.784,1.000,0.784,SYNE2
chr14,+,64224995,64225045,17,18,0,0,0,0.486,1.000,0.486,SYNE2
chr14,+,67279017,67279537,7,6,0,0,0,0.538,1.000,0.538,MPP5
chr14,-,68978951,68979114,2,5,0,0,0,0.286,1.000,0.286,onlyEST
chr14,-,69118138,69118278,32,4,0,0,0,0.889,1.000,0.889,DCAF5
chr14,+,69769510,69770540,0,169,0,0,0,0.000,1.000,0.000,SRSF5
chr14,-,70592879,70592988,116,7,0,0,0,0.943,1.000,0.943,MED6
chr14,+,71738240,71738325,18,10,0,0,0,0.643,1.000,0.643,SIPA1L1
chr14,+,74715950,74716099,66,4,0,0,0,0.943,1.000,0.943,FCF1
chr14,+,74889274,74889349,207,8,0,0,0,0.963,1.000,0.963,DLST
chr14,+,75279876,75280128,1555,5,0,0,0,0.997,1.000,0.997,FOS
chr14,+,75792915,75793100,7,4,0,0,0,0.636,1.000,0.636,TTLL5
chr14,+,75988884,75988977,81,8,0,0,0,0.910,1.000,0.910,IFT43
chr14,+,88609711,88609803,34,28,0,0,0,0.548,1.000,0.548,ZC3H14
chr14,-,91462048,91462239,25,4,0,0,0,0.862,1.000,0.862,PPP4R3A
chr14,+,94096886,94096965,23,6,0,0,0,0.793,1.000,0.793,IFI27L1
chr14,+,94115780,94115942,217,7,0,0,0,0.969,1.000,0.969,IFI27
chr14,-,94469212,94469857,8,7,0,0,0,0.533,1.000,0.533,SERPINA9
chr14,+,94587626,94587981,1,4,0,0,0,0.200,1.000,0.200,SERPINA5
chr14,+,96237068,96237181,29,12,0,0,0,0.707,1.000,0.707,BDKRB2
chr14,-,102250811,102250990,14,7,0,0,0,0.667,1.000,0.667,MOK
chr14,+,103335652,103335932,504,7,0,0,0,0.986,1.000,0.986,EIF5
chr14,-,103522300,103522505,712,4,0,0,0,0.994,1.000,0.994,CKB
chr14,-,105219150,105219232,40,5,0,0,0,0.889,1.000,0.889,BRF1
chr14,-,105220068,105220130,44,4,0,0,0,0.917,1.000,0.917,BRF1
chr14,+,105464415,105464567,46,6,0,0,0,0.885,1.000,0.885,MTA1
chr14,+,105492106,105492309,111,5,0,0,0,0.957,1.000,0.957,C14orf80
chr15,-,20452367,20452559,9,4,0,0,0,0.692,1.000,0.692,onlyEST
chr15,+,32684559,32684669,103,93,0,0,0,0.526,1.000,0.526,SCG5
chr15,-,34336409,34336601,14,7,0,0,0,0.667,1.000,0.667,SLC12A6
chr15,-,34364012,34364073,26,7,0,0,0,0.788,1.000,0.788,LPCAT4
chr15,-,34382385,34382529,30,9,0,0,0,0.769,1.000,0.769,GOLGA8A
chr15,-,36895150,36895240,34,22,0,0,0,0.607,1.000,0.607,MEIS2
chr15,+,39581828,39581924,148,5,0,0,0,0.967,1.000,0.967,THBS1
chr15,+,40465334,40465435,4,4,0,0,0,0.500,1.000,0.500,BAHD1
chr15,+,41834969,41835223,42,6,0,0,0,0.875,1.000,0.875,"JMJD7,JMJD7-PLA2G4B"
chr15,+,43398040,43398179,13,7,0,0,0,0.650,1.000,0.650,TUBGCP4
chr15,+,43594044,43594367,98,45,0,0,0,0.685,1.000,0.685,CKMT1B
chr15,+,43595855,43596077,70,17,0,0,0,0.805,1.000,0.805,CKMT1B
chr15,+,43693876,43694199,96,44,0,0,0,0.686,1.000,0.686,CKMT1A
chr15,+,43695687,43695909,64,12,0,0,0,0.842,1.000,0.842,CKMT1A
chr15,-,43745021,43745170,8,4,0,0,0,0.667,1.000,0.667,onlyEST
chr15,+,43827964,43828366,38,5,0,0,0,0.884,1.000,0.884,WDR76
chr15,-,45112986,45113072,4,4,0,0,0,0.500,1.000,0.500,DUOX2
chr15,+,47766576,47766677,9,9,0,0,0,0.500,1.000,0.500,SEMA6D
chr15,-,49137347,49137437,149,111,0,0,0,0.573,1.000,0.573,COPS2
chr15,-,51476588,51476719,10,8,0,0,0,0.556,1.000,0.556,DMXL2
chr15,-,55183314,55183400,1073,22,0,0,0,0.980,1.000,0.980,RSL24D1
chr15,+,56919891,56919988,232,4,0,0,0,0.983,1.000,0.983,TCF12
chr15,+,59075953,59076215,8,5,0,0,0,0.615,1.000,0.615,RNF111
chr15,+,59092536,59092640,12,9,0,0,0,0.571,1.000,0.571,RNF111
chr15,+,63056984,63057118,745,5,0,0,0,0.993,1.000,0.993,TPM1
chr15,-,63156412,63156521,231,7,0,0,0,0.971,1.000,0.971,RPS27L
chr15,+,64393945,64394115,108,6,0,0,0,0.947,1.000,0.947,TRIP4
chr15,-,64819846,64819986,10,6,0,0,0,0.625,1.000,0.625,PIF1
chr15,-,68780409,68780473,77,4,0,0,0,0.951,1.000,0.951,ANP32A
chr15,+,69031517,69031812,8,5,0,0,0,0.615,1.000,0.615,NOX5
chr15,-,70066013,70066218,28,4,0,0,0,0.875,1.000,0.875,TLE3
chr15,-,72209672,72209859,1809,15,0,0,0,0.992,1.000,0.992,PKM
chr15,-,72271022,72271287,31,7,0,0,0,0.816,1.000,0.816,PARP6
chr15,+,73270057,73270233,10,6,0,0,0,0.625,1.000,0.625,NEO1
chr15,+,74620008,74620225,181,7,0,0,0,0.963,1.000,0.963,CLK3
chr15,-,74722272,74722534,3,4,0,0,0,0.429,1.000,0.429,CYP1A1
chr15,-,74842074,74842195,116,5,0,0,0,0.959,1.000,0.959,ULK3
chr15,-,74842279,74842420,112,7,0,0,0,0.941,1.000,0.941,ULK3
chr15,+,75018417,75018535,34,5,0,0,0,0.872,1.000,0.872,SCAMP5
chr15,+,77027851,77027914,27,4,0,0,0,0.871,1.000,0.871,PSTPIP1
chr15,-,78295674,78295725,139,5,0,0,0,0.965,1.000,0.965,WDR61
chr15,+,81306419,81306545,14,11,0,0,0,0.560,1.000,0.560,IL16
chr15,-,82859028,82859135,26,4,0,0,0,0.867,1.000,0.867,HOMER2
chr15,+,83568528,83568672,33,8,0,0,0,0.805,1.000,0.805,SH3GL3
chr15,+,85718006,85718159,15,12,0,0,0,0.556,1.000,0.556,AKAP13
chr15,+,94358546,94358612,9,6,0,0,0,0.600,1.000,0.600,MCTP2
chr15,+,98929560,98929660,5,4,0,0,0,0.556,1.000,0.556,IGF1R
chr16,-,62537,62695,20,5,0,0,0,0.800,1.000,0.800,RHBDF1
chr16,+,567470,567563,4,4,0,0,0,0.500,1.000,0.500,PIGQ
chr16,+,668487,668699,5,4,0,0,0,0.556,1.000,0.556,RHOT2
chr16,+,670248,670357,94,13,0,0,0,0.879,1.000,0.879,RHOT2
chr16,+,670891,671000,35,7,0,0,0,0.833,1.000,0.833,RHOT2
chr16,+,681151,681350,160,14,0,0,0,0.920,1.000,0.920,STUB1
chr16,-,731564,731702,24,6,0,0,0,0.800,1.000,0.800,NARFL
chr16,+,1339495,1339603,107,4,0,0,0,0.964,1.000,0.964,BAIAP3
chr16,+,1494245,1494616,30,7,0,0,0,0.811,1.000,0.811,TELO2
chr16,-,2097727,2097780,7,5,0,0,0,0.583,1.000,0.583,PKD1
chr16,+,2151568,2151610,36,11,0,0,0,0.766,1.000,0.766,RAB26
chr16,+,2206030,2206214,194,50,0,0,0,0.795,1.000,0.795,MLST8
chr16,+,2206357,2206409,305,12,0,0,0,0.962,1.000,0.962,MLST8
chr16,+,2818676,2818969,16,4,0,0,0,0.800,1.000,0.800,PRSS21
chr16,-,2973137,2973215,29,4,0,0,0,0.879,1.000,0.879,PKMYT1
chr16,-,2976663,2977031,52,4,0,0,0,0.929,1.000,0.929,PKMYT1
chr16,-,3023232,3023361,88,4,0,0,0,0.957,1.000,0.957,HCFC1R1
chr16,+,3025707,3025823,109,5,0,0,0,0.956,1.000,0.956,THOC6
chr16,+,3026062,3026166,79,4,0,0,0,0.952,1.000,0.952,THOC6
chr16,+,3113348,3113487,46,18,0,0,0,0.719,1.000,0.719,ZNF205
chr16,+,3138417,3138541,20,4,0,0,0,0.833,1.000,0.833,ZNF213
chr16,-,3561701,3564612,1,6,0,0,0,0.143,1.000,0.143,NLRC3
chr16,-,4341367,4341504,56,6,0,0,0,0.903,1.000,0.903,"CORO7-PAM16,PAM16"
chr16,-,4797713,4797840,48,4,0,0,0,0.923,1.000,0.923,ROGDI
chr16,-,4814536,4814647,19,4,0,0,0,0.826,1.000,0.826,GLYR1
chr16,+,8811637,8811713,161,4,0,0,0,0.976,1.000,0.976,PMM2
chr16,+,10898924,10899002,11,9,0,0,0,0.550,1.000,0.550,CIITA
chr16,-,11896557,11896785,26,10,0,0,0,0.722,1.000,0.722,GSPT1
chr16,-,14627105,14627187,134,4,0,0,0,0.971,1.000,0.971,PARN
chr16,+,14998339,14998405,302,7,0,0,0,0.977,1.000,0.977,PDXDC1
chr16,-,15622933,15623123,6,5,0,0,0,0.545,1.000,0.545,KIAA0430
chr16,-,18797924,18798044,1535,4,0,0,0,0.997,1.000,0.997,"RP11-1035H13.3,ARL6IP1"
chr16,-,19517013,19517189,141,43,0,0,0,0.766,1.000,0.766,GDE1
chr16,+,19573118,19573241,193,4,0,0,0,0.980,1.000,0.980,C16orf62
chr16,-,20320261,20320473,147,6,0,0,0,0.961,1.000,0.961,GP2
chr16,+,24907024,24907175,13,6,0,0,0,0.684,1.000,0.684,SLC5A11
chr16,-,28133840,28133933,74,5,0,0,0,0.937,1.000,0.937,XPO6
chr16,-,28538005,28538155,146,8,0,0,0,0.948,1.000,0.948,NUPR1
chr16,+,28714320,28714446,1073,9,0,0,0,0.992,1.000,0.992,EIF3C
chr16,+,28723447,28723551,368,4,0,0,0,0.989,1.000,0.989,EIF3C
chr16,+,29696995,29697127,52,4,0,0,0,0.929,1.000,0.929,QPRT
chr16,+,29840177,29840459,47,4,0,0,0,0.922,1.000,0.922,MVP
chr16,+,29963109,29963308,48,22,0,0,0,0.686,1.000,0.686,TMEM219
chr16,+,30023646,30023885,4,4,0,0,0,0.500,1.000,0.500,C16orf92
chr16,-,30193357,30193455,149,8,0,0,0,0.949,1.000,0.949,BOLA2B
chr16,-,30227308,30227702,1,81,0,0,0,0.012,1.000,0.012,RP11-347C12.1
chr16,+,30408044,30408194,16,4,0,0,0,0.800,1.000,0.800,ZNF771
chr16,+,30768102,30768530,21,4,0,0,0,0.840,1.000,0.840,RNF40
chr16,+,31034225,31034325,73,8,0,0,0,0.901,1.000,0.901,STX4
chr16,+,31190274,31190398,151,4,0,0,0,0.974,1.000,0.974,FUS
chr16,+,31528135,31528214,48,8,0,0,0,0.857,1.000,0.857,AHSP
chr16,-,48096745,48096932,6,4,0,0,0,0.600,1.000,0.600,ABCC12
chr16,-,48140686,48140920,8,4,0,0,0,0.667,1.000,0.667,ABCC12
chr16,-,50320662,50320774,25,12,0,0,0,0.676,1.000,0.676,BRD7
chr16,-,52463933,52464188,7,4,0,0,0,0.636,1.000,0.636,TOX3
chr16,+,53306236,53306397,7,4,0,0,0,0.636,1.000,0.636,CHD9
chr16,-,54920297,54920410,20,4,0,0,0,0.833,1.000,0.833,CRNDE
chr16,-,55810926,55811010,46,18,0,0,0,0.719,1.000,0.719,CES1
chr16,-,55828766,55828974,144,129,0,0,0,0.527,1.000,0.527,CES1
chr16,+,56867069,56867216,8,5,0,0,0,0.615,1.000,0.615,SLC12A3
chr16,-,57479441,57479688,27,14,0,0,0,0.659,1.000,0.659,DOK4
chr16,+,57651199,57651622,36,5,0,0,0,0.878,1.000,0.878,ADGRG1
chr16,+,57659412,57659681,42,16,0,0,0,0.724,1.000,0.724,ADGRG1
chr16,-,58293984,58294209,27,16,0,0,0,0.628,1.000,0.628,PRSS54
chr16,+,66609882,66610003,106,4,0,0,0,0.964,1.000,0.964,CMTM3
chr16,+,67227835,67227931,90,7,0,0,0,0.928,1.000,0.928,TMEM208
chr16,+,67539845,67539899,62,4,0,0,0,0.939,1.000,0.939,FAM65A
chr16,+,67543347,67543469,39,4,0,0,0,0.907,1.000,0.907,FAM65A
chr16,-,67728389,67728511,8,4,0,0,0,0.667,1.000,0.667,RANBP10
chr16,-,67835171,67835300,12,11,0,0,0,0.522,1.000,0.522,CENPT
chr16,-,67943055,67943212,13,4,0,0,0,0.765,1.000,0.765,LCAT
chr16,+,69136695,69136887,268,4,0,0,0,0.985,1.000,0.985,CIRH1A
chr16,+,69318649,69318711,102,8,0,0,0,0.927,1.000,0.927,"RP11-343C2.11,VPS4A"
chr16,-,70038904,70038985,26,21,0,0,0,0.553,1.000,0.553,PDXDC2P
chr16,+,70656959,70657121,18,4,0,0,0,0.818,1.000,0.818,IL34
chr16,-,71478878,71479005,20,8,0,0,0,0.714,1.000,0.714,"ZNF19,AC010547.9"
chr16,-,74413036,74413158,5,4,0,0,0,0.556,1.000,0.556,CLEC18B
chr16,-,75205741,75205820,212,4,0,0,0,0.981,1.000,0.981,CTRB2
chr16,-,84502720,84502842,17,10,0,0,0,0.630,1.000,0.630,TLDC1
chr16,+,88035322,88035394,16,10,0,0,0,0.615,1.000,0.615,BANP
chr16,+,89895037,89895137,56,6,0,0,0,0.903,1.000,0.903,TCF25
chr16,+,90031298,90031496,29,7,0,0,0,0.806,1.000,0.806,GAS8
chr17,+,2364058,2364183,20,5,0,0,0,0.800,1.000,0.800,SGSM2
chr17,-,2696433,2696538,12,11,0,0,0,0.522,1.000,0.522,CLUH
chr17,-,3524197,3524363,14,4,0,0,0,0.778,1.000,0.778,TRPV3
chr17,-,4182180,4182352,6,5,0,0,0,0.545,1.000,0.545,ANKFY1
chr17,-,4639429,4639631,54,4,0,0,0,0.931,1.000,0.931,ALOX15
chr17,+,4891455,4891716,8,5,0,0,0,0.615,1.000,0.615,MINK1
chr17,+,4893987,4894093,21,8,0,0,0,0.724,1.000,0.724,MINK1
chr17,+,4955941,4956143,22,5,0,0,0,0.815,1.000,0.815,ENO3
chr17,-,5034476,5034713,7,5,0,0,0,0.583,1.000,0.583,SLC52A1
chr17,+,5132395,5132435,6,4,0,0,0,0.600,1.000,0.600,USP6
chr17,-,5438122,5438273,414,6,0,0,0,0.986,1.000,0.986,C1QBP
chr17,-,5485150,5485216,105,7,0,0,0,0.938,1.000,0.938,DERL2
chr17,-,7204007,7204067,28,18,0,0,0,0.609,1.000,0.609,DLG4
chr17,+,7224479,7224552,123,10,0,0,0,0.925,1.000,0.925,ACADVL
chr17,-,7235929,7236767,9,4,0,0,0,0.692,1.000,0.692,PHF23
chr17,+,7309614,7309800,515,6,0,0,0,0.988,1.000,0.988,EIF5A
chr17,-,7392790,7392952,50,5,0,0,0,0.909,1.000,0.909,TMEM256-PLSCR3
chr17,-,7394103,7394267,70,53,0,0,0,0.569,1.000,0.569,TMEM256-PLSCR3
chr17,+,7549473,7549521,17,9,0,0,0,0.654,1.000,0.654,"TNFSF12-TNFSF13,TNFSF12"
chr17,+,7630415,7630507,26,7,0,0,0,0.788,1.000,0.788,SHBG
chr17,+,7894126,7894265,8,5,0,0,0,0.615,1.000,0.615,CHD3
chr17,-,7931730,7931829,17,5,0,0,0,0.773,1.000,0.773,TRAPPC1
chr17,-,8150431,8150845,143,5,0,0,0,0.966,1.000,0.966,PER1
chr17,-,8207737,8207840,188,5,0,0,0,0.974,1.000,0.974,AURKB
chr17,+,8266752,8266898,18,4,0,0,0,0.818,1.000,0.818,PFAS
chr17,-,10695740,10695831,131,4,0,0,0,0.970,1.000,0.970,SCO1
chr17,-,16065484,16065694,20,4,0,0,0,0.833,1.000,0.833,NCOR1
chr17,+,16427448,16427547,13,5,0,0,0,0.722,1.000,0.722,TRPV2
chr17,+,16440184,16440253,1107,4,0,0,0,0.996,1.000,0.996,LRRC75A-AS1
chr17,-,17267884,17267977,214,6,0,0,0,0.973,1.000,0.973,COPS3
chr17,-,18251679,18251813,26,27,0,0,0,0.491,1.000,0.491,FLII
chr17,+,27640571,27640773,156,10,0,0,0,0.940,1.000,0.940,LGALS9
chr17,-,28960804,28960973,12,4,0,0,0,0.750,1.000,0.750,SEZ6
chr17,-,30286813,30286902,91,5,0,0,0,0.948,1.000,0.948,BLMH
chr17,-,30900412,30900562,13,4,0,0,0,0.765,1.000,0.765,TEFM
chr17,+,32351785,32351912,2067,10,0,0,0,0.995,1.000,0.995,"ZNF207,RP11-227G15.3"
chr17,+,32360597,32360765,352,9,0,0,0,0.975,1.000,0.975,ZNF207
chr17,+,32931474,32931659,110,4,0,0,0,0.965,1.000,0.965,TMEM98
chr17,-,36261342,36261382,35,4,0,0,0,0.897,1.000,0.897,TBC1D3I
chr17,-,36436338,36436378,46,6,0,0,0,0.885,1.000,0.885,TBC1D3F
chr17,-,37596222,37596344,21,6,0,0,0,0.778,1.000,0.778,SYNRG
chr17,-,37733556,37733821,11,4,0,0,0,0.733,1.000,0.733,HNF1B
chr17,-,37985877,37985917,42,6,0,0,0,0.875,1.000,0.875,TBC1D3L
chr17,-,38852603,38852732,1517,4,0,0,0,0.997,1.000,0.997,RPL23
chr17,-,39917081,39917321,11,6,0,0,0,0.647,1.000,0.647,GSDMB
chr17,-,39924029,39924225,78,49,0,0,0,0.614,1.000,0.614,ORMDL3
chr17,+,39984293,39984484,348,6,0,0,0,0.983,1.000,0.983,PSMD3
chr17,-,40020272,40020353,41,7,0,0,0,0.854,1.000,0.854,MED24
chr17,-,40661915,40662044,33,4,0,0,0,0.892,1.000,0.892,"KRT222,RP5-1028K7.3"
chr17,+,41690087,41690189,1106,18,0,0,0,0.984,1.000,0.984,EIF1
chr17,-,41771646,41771862,109,7,0,0,0,0.940,1.000,0.940,JUP
chr17,-,42130336,42130590,453,4,0,0,0,0.991,1.000,0.991,"RAB5C,CTD-2132N18.3"
chr17,-,42190184,42190270,28,5,0,0,0,0.848,1.000,0.848,GHDC
chr17,-,42316788,42316901,67,10,0,0,0,0.870,1.000,0.870,STAT3
chr17,-,42345558,42345657,167,7,0,0,0,0.960,1.000,0.960,STAT3
chr17,-,42422626,42422695,1,4,0,0,0,0.200,1.000,0.200,onlyEST
chr17,+,42562611,42563322,16,12,0,0,0,0.571,1.000,0.571,COASY
chr17,-,43533858,43533985,66,4,0,0,0,0.943,1.000,0.943,ETV4
chr17,-,43831881,43831943,57,6,0,0,0,0.905,1.000,0.905,MPP3
chr17,+,44074679,44074770,191,4,0,0,0,0.979,1.000,0.979,G6PC3
chr17,+,44189021,44189299,9,6,0,0,0,0.600,1.000,0.600,TMUB2
chr17,-,44196033,44196079,34,4,0,0,0,0.895,1.000,0.895,ATXN7L3
chr17,+,44313103,44313252,33,30,0,0,0,0.524,1.000,0.524,RUNDC3A
chr17,-,44322418,44322528,402,113,0,0,0,0.781,1.000,0.781,SLC25A39
chr17,-,44323477,44323577,479,26,0,0,0,0.949,1.000,0.949,SLC25A39
chr17,+,44349425,44349551,5419,4,0,0,0,0.999,1.000,0.999,GRN
chr17,-,44883092,44883158,366,5,0,0,0,0.987,1.000,0.987,EFTUD2
chr17,+,45135841,45135953,9,8,0,0,0,0.529,1.000,0.529,ACBD4
chr17,+,45137721,45137830,14,11,0,0,0,0.560,1.000,0.560,ACBD4
chr17,+,47975158,47975337,235,5,0,0,0,0.979,1.000,0.979,CDK5RAP3
chr17,-,48162468,48162566,6,6,0,0,0,0.500,1.000,0.500,SKAP1
chr17,+,48895155,48895334,226,7,0,0,0,0.970,1.000,0.970,ATP5G1
chr17,-,57841182,57841260,116,5,0,0,0,0.959,1.000,0.959,MRPS23
chr17,-,58306341,58306413,13,7,0,0,0,0.650,1.000,0.650,BZRAP1
chr17,+,58351734,58351914,18,12,0,0,0,0.600,1.000,0.600,BZRAP1-AS1
chr17,+,62481120,62481206,18,12,0,0,0,0.600,1.000,0.600,TLK2
chr17,-,63699256,63699348,82,8,0,0,0,0.911,1.000,0.911,LIMD2
chr17,-,63706634,63706739,34,4,0,0,0,0.895,1.000,0.895,"STRADA,RP11-51F16.8"
chr17,-,63931334,63931385,68,40,0,0,0,0.630,1.000,0.630,CD79B
chr17,-,68543628,68543721,18,14,0,0,0,0.562,1.000,0.562,FAM20A
chr17,-,74773575,74773685,124,72,0,0,0,0.633,1.000,0.633,NAT9
chr17,-,74864823,74864931,58,5,0,0,0,0.921,1.000,0.921,FDXR
chr17,-,74872035,74872133,344,13,0,0,0,0.964,1.000,0.964,FDXR
chr17,-,75181056,75181188,876,5,0,0,0,0.994,1.000,0.994,SUMO2
chr17,+,75490233,75490350,23,4,0,0,0,0.852,1.000,0.852,TMEM94
chr17,+,75494626,75494808,28,4,0,0,0,0.875,1.000,0.875,TMEM94
chr17,+,75591615,75591712,5,4,0,0,0,0.556,1.000,0.556,MYO15B
chr17,+,75748840,75749045,19,4,0,0,0,0.826,1.000,0.826,ITGB4
chr17,-,76487711,76487909,37,10,0,0,0,0.787,1.000,0.787,RHBDF2
chr17,-,79950410,79950575,13,11,0,0,0,0.542,1.000,0.542,TBC1D16
chr17,-,80136227,80136335,52,5,0,0,0,0.912,1.000,0.912,EIF4A3
chr17,+,81104513,81104715,34,6,0,0,0,0.850,1.000,0.850,BAIAP2
chr17,-,81246884,81247061,23,8,0,0,0,0.742,1.000,0.742,SLC38A10
chr17,+,81717398,81717491,66,5,0,0,0,0.930,1.000,0.930,"RP13-1032I1.10,SLC25A10"
chr17,+,81717783,81717861,51,4,0,0,0,0.927,1.000,0.927,"RP13-1032I1.10,SLC25A10"
chr17,-,81934925,81935147,233,9,0,0,0,0.963,1.000,0.963,PYCR1
chr17,+,82054509,82054810,168,30,0,0,0,0.848,1.000,0.848,GPS1
chr17,+,82055161,82055222,111,29,0,0,0,0.793,1.000,0.793,GPS1
chr17,-,82058340,82058416,40,12,0,0,0,0.769,1.000,0.769,DUS1L
chr17,-,82316666,82316981,80,4,0,0,0,0.952,1.000,0.952,CD7
chr17,+,82441799,82441889,11,4,0,0,0,0.733,1.000,0.733,HEXDC
chr17,-,82445863,82445960,265,5,0,0,0,0.981,1.000,0.981,C17orf62
chr17,-,82619042,82619128,51,5,0,0,0,0.911,1.000,0.911,WDR45B
chr18,-,224083,224179,19,4,0,0,0,0.826,1.000,0.826,THOC1
chr18,-,4151179,4151287,17,4,0,0,0,0.810,1.000,0.810,DLGAP1
chr18,-,9595017,9595102,69,38,0,0,0,0.645,1.000,0.645,PPP4R1
chr18,+,13116376,13116503,11,5,0,0,0,0.688,1.000,0.688,CEP192
chr18,+,21623747,21623939,136,7,0,0,0,0.951,1.000,0.951,SNRPD1
chr18,+,23001585,23001729,13,5,0,0,0,0.722,1.000,0.722,RBBP8
chr18,+,23463966,23464112,163,5,0,0,0,0.970,1.000,0.970,RIOK3
chr18,+,24159471,24160069,8,4,0,0,0,0.667,1.000,0.667,CABYR
chr18,+,26151857,26151982,16,11,0,0,0,0.593,1.000,0.593,PSMA8
chr18,+,36167100,36167222,32,4,0,0,0,0.889,1.000,0.889,ELP2
chr18,-,37273015,37273163,11,4,0,0,0,0.733,1.000,0.733,CELF4
chr18,-,37275114,37275240,36,22,0,0,0,0.621,1.000,0.621,CELF4
chr18,-,43273579,43274394,7,4,0,0,0,0.636,1.000,0.636,SYT4
chr18,-,54942674,54942803,11,6,0,0,0,0.647,1.000,0.647,CCDC68
chr18,-,55257314,55257391,54,5,0,0,0,0.915,1.000,0.915,TCF4
chr18,-,57571391,57571540,102,5,0,0,0,0.953,1.000,0.953,FECH
chr18,+,79968088,79968183,20,6,0,0,0,0.769,1.000,0.769,HSBP1L1
chr19,-,1011579,1011663,63,7,0,0,0,0.900,1.000,0.900,TMEM259
chr19,-,1234190,1234290,6,4,0,0,0,0.600,1.000,0.600,CBARP
chr19,+,1270927,1271036,1102,110,0,0,0,0.909,1.000,0.909,CIRBP
chr19,-,1510844,1510917,8,4,0,0,0,0.667,1.000,0.667,ADAMTSL5
chr19,-,1625575,1625708,38,4,0,0,0,0.905,1.000,0.905,TCF3
chr19,-,1650176,1650287,14,5,0,0,0,0.737,1.000,0.737,TCF3
chr19,-,2235922,2235990,137,15,0,0,0,0.901,1.000,0.901,PLEKHJ1
chr19,-,2324124,2324196,64,13,0,0,0,0.831,1.000,0.831,LSM 7.00
chr19,+,3206261,3206425,23,14,0,0,0,0.622,1.000,0.622,NCLN
chr19,+,3290230,3290374,6,5,0,0,0,0.545,1.000,0.545,CELF5
chr19,+,3574382,3574586,176,8,0,0,0,0.957,1.000,0.957,HMG20B
chr19,+,3576260,3576307,177,19,0,0,0,0.903,1.000,0.903,HMG20B
chr19,-,3783125,3783219,23,5,0,0,0,0.821,1.000,0.821,MATK
chr19,-,3979328,3979436,128,8,0,0,0,0.941,1.000,0.941,EEF2
chr19,-,4175027,4175151,60,4,0,0,0,0.938,1.000,0.938,SIRT6
chr19,-,4364087,4364221,109,5,0,0,0,0.956,1.000,0.956,SH3GL1
chr19,+,4769629,4769757,14,4,0,0,0,0.778,1.000,0.778,MIR7-3HG
chr19,+,5661520,5661808,17,11,0,0,0,0.607,1.000,0.607,SAFB
chr19,+,5667346,5667450,81,36,0,0,0,0.692,1.000,0.692,SAFB
chr19,-,6754830,6755315,10,8,0,0,0,0.556,1.000,0.556,SH2D3A
chr19,+,7075654,7075743,18,6,0,0,0,0.750,1.000,0.750,ZNF557
chr19,+,7530285,7530501,21,6,0,0,0,0.778,1.000,0.778,MCOLN1
chr19,+,7553874,7554015,17,14,0,0,0,0.548,1.000,0.548,PNPLA6
chr19,+,7911435,7911578,21,4,0,0,0,0.840,1.000,0.840,MAP2K7
chr19,-,7934088,7934238,176,8,0,0,0,0.957,1.000,0.957,TIMM44
chr19,-,8511485,8511536,6,5,0,0,0,0.545,1.000,0.545,ZNF414
chr19,+,10091475,10091630,18,5,0,0,0,0.783,1.000,0.783,C19orf66
chr19,+,10287535,10287838,6,4,0,0,0,0.600,1.000,0.600,ICAM4
